"plot","transect","microsite","canopy","point","species","length","width","height","number"
"GP5-005",1,"canopy",0,10,"HECO26",1,1,13,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"canopy",1,10,"ELLA3",NA,NA,25,1
"GP5-005",1,"interspace",0,10,"ELLA3",NA,NA,22,1
"GP5-005",1,"interspace",0,10,"HECO26",1,1,20,1
"GP5-005",1,"interspace",0,10,"ALDE",NA,NA,3,1
"GP5-005",1,"interspace",0,10,"BRTE",NA,NA,5,1
"GP5-005",1,"interspace",0,10,"VUOC",NA,NA,4,1
"GP5-005",1,"interspace",0,10,"PSLA3",8,6,17,1
"GP5-005",1,"interspace",0,10,"PSLA3",4,2,12,1
"GP5-005",1,"interspace",0,10,"HECO26",3,2,18,1
"GP5-005",1,"interspace",0,10,"HECO26",3,1,9,1
"GP5-005",1,"interspace",0,10,"ELLA3",NA,NA,22,1
"GP5-005",1,"interspace",0,10,"ELLA3",NA,NA,22,1
"GP5-005",1,"interspace",0,10,"ELLA3",NA,NA,22,1
"GP5-005",1,"interspace",0,10,"ELLA3",NA,NA,22,1
"GP5-005",1,"interspace",0,10,"ALDE",NA,NA,3,1
"GP5-005",1,"interspace",0,10,"ALDE",NA,NA,3,1
"GP5-005",1,"interspace",0,10,"BRTE",NA,NA,5,1
"GP5-005",1,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",1,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",1,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",1,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",1,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",1,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",1,"interspace",0,15,"SPCR",10,8,13,1
"GP5-005",1,"interspace",0,15,"SPCR",10,5,10,1
"GP5-005",1,"interspace",0,15,"HECO26",3,3,15,1
"GP5-005",1,"canopy",1,20,"ELLA3",NA,NA,30,1
"GP5-005",1,"canopy",1,20,"HECO26",3,2,20,1
"GP5-005",1,"interspace",0,20,"PSLA3",2,2,14,1
"GP5-005",1,"interspace",0,20,"PSLA3",8,4,20,1
"GP5-005",1,"interspace",0,20,"HECO26",8,4,20,1
"GP5-005",1,"interspace",0,20,"PSLA3",1,1,8,1
"GP5-005",1,"interspace",0,20,"ELLA3",NA,NA,13,1
"GP5-005",1,"canopy",1,25,"NO PLANTS",NA,NA,NA,0
"GP5-005",1,"interspace",0,25,"HECO26",6,3,17,1
"GP5-005",1,"interspace",0,25,"ELLA3",NA,NA,26,1
"GP5-005",1,"interspace",1,25,"ELLA3",NA,NA,22,1
"GP5-005",1,"interspace",1,25,"HECO26",3,2,19,1
"GP5-005",1,"interspace",0,25,"ACHY",1,1,23,1
"GP5-005",1,"interspace",0,25,"HECO26",1,1,11,1
"GP5-005",1,"interspace",0,25,"ELLA3",NA,NA,26,1
"GP5-005",1,"interspace",0,25,"ELLA3",NA,NA,26,1
"GP5-005",2,"canopy",0.5,5,"COUM",2,2,15,1
"GP5-005",2,"interspace",0,5,"POSE",6,3,4,1
"GP5-005",2,"interspace",0,5,"PSLA3",4,3,11,1
"GP5-005",2,"interspace",0,5,"BRTE",NA,NA,4,1
"GP5-005",2,"interspace",0,5,"ALDE",NA,NA,5,1
"GP5-005",2,"interspace",0,5,"HECO26",5,4,14,1
"GP5-005",2,"interspace",0,5,"BRTE",NA,NA,4,1
"GP5-005",2,"interspace",0,5,"BRTE",NA,NA,4,1
"GP5-005",2,"interspace",0,5,"BRTE",NA,NA,4,1
"GP5-005",2,"interspace",0,5,"ALDE",NA,NA,5,1
"GP5-005",2,"interspace",0,5,"ALDE",NA,NA,5,1
"GP5-005",2,"interspace",0,5,"ALDE",NA,NA,5,1
"GP5-005",2,"canopy",1,10,"HECO26",2,2,22,1
"GP5-005",2,"canopy",1,10,"HECO26",2,2,22,1
"GP5-005",2,"interspace",1,10,"NO GAPS >60 cm",NA,NA,NA,1
"GP5-005",2,"canopy",1,12.5,"COUM",2,2,5,1
"GP5-005",2,"canopy",1,12.5,"BRTE",NA,NA,15,1
"GP5-005",2,"interspace",1,12.5,"ELLA3",NA,NA,24,1
"GP5-005",2,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",2,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",2,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",2,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",2,"canopy",1,15,"ELLA3",NA,NA,20,1
"GP5-005",2,"interspace",0,15,"ALDE",NA,NA,6,1
"GP5-005",2,"interspace",0,15,"HECO26",3,2,23,1
"GP5-005",2,"interspace",0,15,"ALDE",NA,NA,6,1
"GP5-005",2,"interspace",0,15,"ALDE",NA,NA,6,1
"GP5-005",2,"canopy",1,20,"NO PLANTS",NA,NA,NA,0
"GP5-005",2,"interspace",0,20,"ELLA3",NA,NA,19,1
"GP5-005",2,"interspace",0,20,"BRTE",NA,NA,12,1
"GP5-005",2,"interspace",0,20,"HECO26",6,5,7,1
"GP5-005",2,"interspace",0,20,"BRTE",NA,NA,12,1
"GP5-005",2,"interspace",0,20,"BRTE",NA,NA,12,1
"GP5-005",2,"interspace",0,20,"BRTE",NA,NA,12,1
"GP5-005",2,"canopy",1,25,"HECO26",2,2,30,1
"GP5-005",2,"canopy",1,25,"PF",12,7,22,1
"GP5-005",2,"canopy",1,25,"ELLA3",NA,NA,33,1
"GP5-005",2,"interspace",0,25,"PF",5,3,15,1
"GP5-005",2,"interspace",0,25,"PF",1,1,8,1
"GP5-005",2,"interspace",0,25,"PF",1,2,10,1
"GP5-005",2,"interspace",0,25,"PF",3,2,13,1
"GP5-005",2,"interspace",0,25,"OPPO",3,4,4,1
"GP5-005",2,"interspace",0,25,"HECO26",6,4,15,1
"GP5-005",2,"interspace",0,25,"POSE",1,1,4,1
"GP5-005",3,"canopy",0,5,"HECO26",7,5,20,1
"GP5-005",3,"interspace",0,5,"ALDE",NA,NA,7,1
"GP5-005",3,"interspace",0,5,"HECO26",4,4,20,1
"GP5-005",3,"interspace",0,5,"OPPO",45,26,10,1
"GP5-005",3,"canopy",1,10,"HECO26",2,2,15,1
"GP5-005",3,"interspace",0,10,"HECO26",2,1,10,1
"GP5-005",3,"interspace",0,10,"POSE",2,1,5,1
"GP5-005",3,"interspace",0,10,"PF",4,5,25,1
"GP5-005",3,"interspace",0,10,"BRTE",NA,NA,15,1
"GP5-005",3,"interspace",0,10,"HECO26",1,1,15,1
"GP5-005",3,"interspace",0,10,"HECO26",3,1,20,1
"GP5-005",3,"interspace",0,10,"ELLA3",NA,NA,10,1
"GP5-005",3,"interspace",0,10,"HECO26",3,3,15,1
"GP5-005",3,"interspace",0,10,"PSLA3",2,2,7,1
"GP5-005",3,"interspace",0,10,"AF",3,3,11,1
"GP5-005",3,"interspace",0,10,"BRTE",NA,NA,15,1
"GP5-005",3,"interspace",0,10,"BRTE",NA,NA,15,1
"GP5-005",3,"canopy",1,15,"ELLA3",2,2,16,1
"GP5-005",3,"interspace",0.5,15,"HECO26",12,6,23,1
"GP5-005",3,"interspace",1,15,"ELLA3",NA,NA,25,1
"GP5-005",3,"canopy",1,20,"COUM",3,3,7,1
"GP5-005",3,"canopy",1,20,"COUM",3,3,14,1
"GP5-005",3,"canopy",1,20,"ELLA3",NA,NA,20,1
"GP5-005",3,"interspace",0,20,"HECO26",7,4,17,1
"GP5-005",3,"interspace",0,20,"PSLA3",10,5,22,1
"GP5-005",3,"interspace",0,20,"PSLA3",5,3,25,1
"GP5-005",3,"interspace",0,20,"PSLA3",6,3,20,1
"GP5-005",3,"interspace",0,20,"AF",3,3,13,1
"GP5-005",3,"interspace",0,20,"AF",4,3,10,1
"GP5-005",3,"interspace",0,20,"POSE",3,2,5,1
"GP5-005",3,"interspace",1,25,"HECO26",5,3,20,1
"PNWMtn3-008",1,"canopy",1,5,"ELEL5",4,3,18,1
"PNWMtn3-008",1,"interspace",0,5,"PHST11",4,2,3,1
"PNWMtn3-008",1,"canopy",1,10,"ELEL5",1,1,7,1
"PNWMtn3-008",1,"interspace",0,10,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",1,"canopy",0.5,15,"ELEL5",1,1,15,1
"PNWMtn3-008",1,"interspace",0,15,"ELEL5",2,1,9,1
"PNWMtn3-008",1,"canopy",1,20,"ELEL5",8,6,13,1
"PNWMtn3-008",1,"interspace",0,20,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",1,"canopy",0.5,25,"ELEL5",6,3,6,1
"PNWMtn3-008",1,"interspace",0,25,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"canopy",1,5,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"interspace",0,5,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"canopy",0.5,10,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"interspace",0.5,10,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"canopy",1,15,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"interspace",0,15,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"canopy",0.5,20,"ELEL5",1,1,5,1
"PNWMtn3-008",2,"interspace",0,20,"PHHO",4,4,2,1
"PNWMtn3-008",2,"interspace",0,20,"IOAL",3,1,1,1
"PNWMtn3-008",2,"interspace",0,20,"IOAL",2,1,2,1
"PNWMtn3-008",2,"interspace",0,20,"PHHO",3,2,2,1
"PNWMtn3-008",2,"interspace",0,20,"IOAL",1,1,2,1
"PNWMtn3-008",2,"interspace",0,20,"IOAL",1,1,2,1
"PNWMtn3-008",2,"canopy",0.5,25,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",2,"interspace",0,25,"PHHO",1,1,1,1
"PNWMtn3-008",2,"interspace",0,25,"PHHO",5,5,2,1
"PNWMtn3-008",3,"canopy",1,5,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",3,"interspace",0,5,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",3,"canopy",0.5,10,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",3,"interspace",0,10,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",3,"canopy",0.5,15,"ELEL5",4,3,13,1
"PNWMtn3-008",3,"interspace",0,15,"LERE7",2,2,2,1
"PNWMtn3-008",3,"canopy",0.5,20,"ELEL5",6,4,16,1
"PNWMtn3-008",3,"canopy",1,20,"ELEL5",1,1,15,1
"PNWMtn3-008",3,"canopy",0.5,20,"PHST11",9,6,9,1
"PNWMtn3-008",3,"canopy",1,20,"ELEL5",2,2,13,1
"PNWMtn3-008",3,"interspace",0,20,"ELEL5",5,3,5,1
"PNWMtn3-008",3,"interspace",0,20,"ELEL5",2,2,4,1
"PNWMtn3-008",3,"canopy",1,25,"NO PLANTS",NA,NA,NA,NA
"PNWMtn3-008",3,"interspace",0,25,"PHST11",1,1,1,1
"PNWMtn3-008",3,"interspace",0,25,"ELEL5",1,1,5,1
"PNWMtn7-012",1,"canopy",1,5,"DENU2",5,3,3,1
"PNWMtn7-012",1,"canopy",0.5,5,"SEIN2",2,1,3,1
"PNWMtn7-012",1,"canopy",1,5,"COPA3",NA,NA,9,1
"PNWMtn7-012",1,"canopy",0.5,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"canopy",1,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"canopy",1,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"canopy",0.5,5,"AF033",NA,NA,2,1
"PNWMtn7-012",1,"canopy",0.5,5,"BRSI",NA,NA,14,1
"PNWMtn7-012",1,"canopy",0.5,5,"COPA3",NA,NA,8,1
"PNWMtn7-012",1,"canopy",0.5,5,"MEBU",NA,NA,14,1
"PNWMtn7-012",1,"canopy",1,5,"MEBU",NA,NA,10,1
"PNWMtn7-012",1,"canopy",1,5,"DENU2",10,4,15,1
"PNWMtn7-012",1,"canopy",1,5,"COPA3",NA,NA,9,1
"PNWMtn7-012",1,"canopy",1,5,"COPA3",NA,NA,9,1
"PNWMtn7-012",1,"canopy",1,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"canopy",1,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"canopy",1,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"canopy",0.5,5,"AF033",NA,NA,2,1
"PNWMtn7-012",1,"canopy",0.5,5,"AF033",NA,NA,2,1
"PNWMtn7-012",1,"canopy",0.5,5,"BRSI",NA,NA,14,1
"PNWMtn7-012",1,"interspace",1,5,"GABI",NA,NA,4,1
"PNWMtn7-012",1,"interspace",1,5,"NEBR",NA,NA,1,1
"PNWMtn7-012",1,"interspace",1,5,"COPA3",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,5,"DENU2",3,3,3,1
"PNWMtn7-012",1,"interspace",1,5,"NEBR",NA,NA,3,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"interspace",1,5,"DENU2",2,2,2,1
"PNWMtn7-012",1,"interspace",1,5,"VIAM",1,1,8,1
"PNWMtn7-012",1,"interspace",1,5,"GABI",NA,NA,4,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"MEBU",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,5,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"interspace",1,5,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"interspace",1,5,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"interspace",1,5,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"interspace",1,5,"DENU2",2,2,2,1
"PNWMtn7-012",1,"interspace",1,5,"DENU2",2,2,2,1
"PNWMtn7-012",1,"interspace",1,5,"VIAM",1,1,8,1
"PNWMtn7-012",1,"interspace",1,5,"VIAM",1,1,8,1
"PNWMtn7-012",1,"canopy",1,10,"ALLIUPF",1,1,3,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",1,10,"AF034",NA,NA,3,1
"PNWMtn7-012",1,"canopy",0,10,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"canopy",1,10,"FRPU2",1,2,3,1
"PNWMtn7-012",1,"canopy",1,10,"MIGR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",0,10,"DENU2",1,1,2,1
"PNWMtn7-012",1,"canopy",1,10,"AF034",NA,NA,3,1
"PNWMtn7-012",1,"canopy",1,10,"AF034",NA,NA,3,1
"PNWMtn7-012",1,"canopy",0,10,"COPA3",NA,NA,2,1
"PNWMtn7-012",1,"interspace",0,10,"FRPU2",1,2,4,1
"PNWMtn7-012",1,"interspace",0,10,"COPA3",NA,NA,3,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"ALLIUPF",1,1,5,1
"PNWMtn7-012",1,"interspace",0,10,"ALLIUPF",7,1,9,1
"PNWMtn7-012",1,"interspace",0,10,"COPA3",NA,NA,3,1
"PNWMtn7-012",1,"interspace",0,10,"COPA3",NA,NA,3,1
"PNWMtn7-012",1,"interspace",0,10,"COPA3",NA,NA,3,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,10,"ALLIUPF",1,1,5,1
"PNWMtn7-012",1,"interspace",0,10,"ALLIUPF",1,1,5,1
"PNWMtn7-012",1,"interspace",0,10,"ALLIUPF",1,1,5,1
"PNWMtn7-012",1,"canopy",1,15,"COPA3",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,15,"HAMI",11,7,17,1
"PNWMtn7-012",1,"canopy",1,15,"LIGL2",3,3,3,1
"PNWMtn7-012",1,"canopy",1,15,"VIAM",6,2,9,1
"PNWMtn7-012",1,"canopy",1,15,"FRPU2",1,1,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"COPA3",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"COPA3",NA,NA,11,1
"PNWMtn7-012",1,"canopy",1,15,"DENU2",8,5,16,1
"PNWMtn7-012",1,"canopy",1,15,"FRPU2",1,1,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,15,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",0,15,"OSOC",10,9,7,1
"PNWMtn7-012",1,"interspace",0,15,"MIGR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",0,15,"AF034",NA,NA,4,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",1,1,4,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",2,1,7,1
"PNWMtn7-012",1,"interspace",0,15,"OSOC",8,6,10,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",1,1,6,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",1,1,4,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",2,1,7,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",1,1,6,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",1,1,6,1
"PNWMtn7-012",1,"interspace",0,15,"FRPU2",1,1,6,1
"PNWMtn7-012",1,"canopy",1,20,"OSOC",18,15,21,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"COPA3",NA,NA,7,1
"PNWMtn7-012",1,"canopy",1,20,"ALLIUPF",1,1,8,1
"PNWMtn7-012",1,"canopy",1,20,"DENU2",3,3,4,1
"PNWMtn7-012",1,"canopy",1,20,"MEBU",NA,NA,10,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"NEBR",NA,NA,6,1
"PNWMtn7-012",1,"canopy",1,20,"COPA3",NA,NA,7,1
"PNWMtn7-012",1,"canopy",1,20,"DENU2",3,3,4,1
"PNWMtn7-012",1,"canopy",1,20,"DENU2",3,3,4,1
"PNWMtn7-012",1,"canopy",1,20,"DENU2",3,3,4,1
"PNWMtn7-012",1,"canopy",1,20,"MEBU",NA,NA,10,1
"PNWMtn7-012",1,"interspace",1,20,"DENU2",5,3,4,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"DENU2",5,3,25,1
"PNWMtn7-012",1,"interspace",1,20,"ALLIUPF",1,1,12,1
"PNWMtn7-012",1,"interspace",1,20,"COPA3",NA,NA,7,1
"PNWMtn7-012",1,"interspace",1,20,"OSOC",50,45,36,1
"PNWMtn7-012",1,"interspace",1,20,"LIGL2",3,3,12,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,20,"ALLIUPF",1,1,12,1
"PNWMtn7-012",1,"interspace",1,20,"ALLIUPF",1,1,12,1
"PNWMtn7-012",1,"interspace",1,20,"ALLIUPF",1,1,12,1
"PNWMtn7-012",1,"interspace",1,20,"ALLIUPF",1,1,12,1
"PNWMtn7-012",1,"interspace",1,20,"ALLIUPF",1,1,12,1
"PNWMtn7-012",1,"interspace",1,20,"COPA3",NA,NA,7,1
"PNWMtn7-012",1,"interspace",1,20,"COPA3",NA,NA,7,1
"PNWMtn7-012",1,"interspace",1,20,"LIGL2",3,3,12,1
"PNWMtn7-012",1,"interspace",1,20,"LIGL2",3,3,12,1
"PNWMtn7-012",1,"canopy",0.5,25,"OSOC",42,40,35,1
"PNWMtn7-012",1,"canopy",1,25,"VIAM",3,1,8,1
"PNWMtn7-012",1,"canopy",0.5,25,"MIGR",NA,NA,5,1
"PNWMtn7-012",1,"canopy",1,25,"ERUM",17,16,8,1
"PNWMtn7-012",1,"canopy",1,25,"NEBR",NA,NA,8,1
"PNWMtn7-012",1,"canopy",1,25,"COPA3",NA,NA,11,1
"PNWMtn7-012",1,"canopy",1,25,"NEBR",NA,NA,8,1
"PNWMtn7-012",1,"canopy",1,25,"NEBR",NA,NA,8,1
"PNWMtn7-012",1,"interspace",1,25,"HYCA4",3,3,5,1
"PNWMtn7-012",1,"interspace",1,25,"HYCA4",3,2,3,1
"PNWMtn7-012",1,"interspace",1,25,"DENU2",3,3,6,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"VIAM",9,3,12,1
"PNWMtn7-012",1,"interspace",1,25,"AF034",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"VIAM",13,7,13,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"DENU2",3,3,6,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"COPA3",NA,NA,12,1
"PNWMtn7-012",1,"interspace",1,25,"AF034",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",1,"interspace",1,25,"NEBR",NA,NA,5,1
"PNWMtn7-012",2,"canopy",1,5,"VIAM",3,2,5,1
"PNWMtn7-012",2,"canopy",1,5,"DENU2",7,5,10,1
"PNWMtn7-012",2,"canopy",1,5,"ALLIUPF",1,1,7,1
"PNWMtn7-012",2,"canopy",1,5,"COPA3",NA,NA,5,1
"PNWMtn7-012",2,"canopy",1,5,"ALLIUPF",1,1,10,1
"PNWMtn7-012",2,"canopy",1,5,"ALLIUPF",1,1,7,1
"PNWMtn7-012",2,"canopy",1,5,"COPA3",NA,NA,5,1
"PNWMtn7-012",2,"canopy",1,5,"COPA3",NA,NA,5,1
"PNWMtn7-012",2,"canopy",1,5,"COPA3",NA,NA,5,1
"PNWMtn7-012",2,"canopy",1,5,"COPA3",NA,NA,5,1
